GEO_id,GEO_id2,GEO_displaylabel,NAICS_id,NAICS_display-label,YEAR_id,RCPTOTI,ESTAB,ECTGE20,EMP,PAYANN,EMPAVPW,HOURS,PAYANPW,CSTMTOT,RCPTOT,VALADD,CEXTOT
E600000US3607349286,3607349286,"Murray town, New York",31-33,Manufacturing,2012,3,3,0,11,495,D,D,243,355,1308,957,D
E600000US3607361742,3607361742,"Ridgeway town (balance), New York",31-33,Manufacturing,2012,0,4,3,454,16269,390,760,11023,D,D,D,D
E600000US3607366751,3607366751,"Shelby town (balance), New York",31-33,Manufacturing,2012,0,3,1,54,3357,40,D,2416,D,D,19613,D
E600000US3607383448,3607383448,"Yates town, New York",31-33,Manufacturing,2012,0,3,2,b,D,D,D,D,D,D,D,D
E600000US3607517904,3607517904,"Constantia town, New York",31-33,Manufacturing,2012,3,4,1,56,1828,51,102,1540,2517,D,4279,D
E600000US3607527815,3607527815,"Fulton city, New York",31-33,Manufacturing,2012,1,18,9,1114,56231,849,1743,35175,D,458950,D,D
E600000US3607529729,3607529729,"Granby town, New York",31-33,Manufacturing,2012,3,4,2,73,4271,53,118,2704,D,D,D,352
E600000US3607532028,3607532028,"Hannibal town, New York",31-33,Manufacturing,2012,2,3,1,44,2046,D,D,D,4023,D,5293,D
E600000US3607532688,3607532688,"Hastings town, New York",31-33,Manufacturing,2012,7,7,0,41,1846,27,49,971,D,D,4106,D
E600000US3607546822,3607546822,"Mexico town, New York",31-33,Manufacturing,2012,9,3,0,9,429,D,D,D,D,D,D,D
E600000US3607555574,3607555574,"Oswego city, New York",31-33,Manufacturing,2012,0,11,1,743,D,D,D,D,D,D,D,D
E600000US3607556154,3607556154,"Palermo town, New York",31-33,Manufacturing,2012,7,4,0,10,339,D,D,D,851,1453,614,D
E600000US3607561533,3607561533,"Richland town, New York",31-33,Manufacturing,2012,8,4,3,c,D,D,D,D,D,D,D,D
E600000US3607565079,3607565079,"Sandy Creek town, New York",31-33,Manufacturing,2012,9,4,1,b,D,D,D,653,D,D,D,D
E600000US3607565618,3607565618,"Schroeppel town, New York",31-33,Manufacturing,2012,2,9,1,45,2090,28,55,1121,2049,9204,7155,D
E600000US3607577662,3607577662,"Volney town, New York",31-33,Manufacturing,2012,2,3,1,34,D,D,D,D,D,D,D,D
E600000US3607580500,3607580500,"West Monroe town, New York",31-33,Manufacturing,2012,4,3,0,17,425,D,D,D,466,1181,721,D
E600000US3607598075,3607598075,"Balance of Oswego County, New York",31-33,Manufacturing,2012,0,4,1,c,7680,D,D,6273,D,D,20720,D
E600000US3607718047,3607718047,"Cooperstown village, New York",31-33,Manufacturing,2012,3,3,0,a,D,D,13,D,507,1663,1155,D
E600000US3607747240,3607747240,"Milford town, New York",31-33,Manufacturing,2012,0,4,2,132,3792,107,195,2672,4474,13296,8928,D
E600000US3607754881,3607754881,"Oneonta city, New York",31-33,Manufacturing,2012,0,9,3,259,11868,203,452,8117,24593,114364,89868,D
E600000US3607754892,3607754892,"Oneonta town, New York",31-33,Manufacturing,2012,3,9,3,223,12648,139,272,4195,16958,30138,14200,D
E600000US3607776012,3607776012,"Unadilla town, New York",31-33,Manufacturing,2012,1,7,1,77,2947,57,108,1880,3780,D,6905,324
E600000US3607798077,3607798077,"Balance of Otsego County, New York",31-33,Manufacturing,2012,4,25,1,167,5794,101,197,3415,D,D,D,D
E600000US3607908070,3607908070,"Brewster village, New York",31-33,Manufacturing,2012,8,10,0,37,1417,24,40,810,2111,5002,2891,D
E600000US3607912529,3607912529,"Carmel town, New York",31-33,Manufacturing,2012,5,20,1,115,6051,57,D,D,9696,D,13336,D
E600000US3607939331,3607939331,"Kent town, New York",31-33,Manufacturing,2012,2,6,1,45,2106,36,70,1556,2972,D,4098,D
E600000US3607956748,3607956748,"Patterson town, New York",31-33,Manufacturing,2012,2,10,4,179,9895,98,189,D,8790,D,22296,D
E600000US3607957584,3607957584,"Philipstown town, New York",31-33,Manufacturing,2012,1,19,1,108,6101,69,138,3109,14394,D,10902,D
E600000US3607960147,3607960147,"Putnam Valley town, New York",31-33,Manufacturing,2012,1,4,0,13,580,10,D,395,216,D,1323,D
E600000US3607968924,3607968924,"Southeast town (balance), New York",31-33,Manufacturing,2012,1,18,9,981,48110,757,1545,31743,79781,215795,131001,D
E600000US3608310275,3608310275,"Brunswick town, New York",31-33,Manufacturing,2012,9,4,0,7,283,4,D,175,D,1175,D,D
E600000US3608322117,3608322117,"East Greenbush town, New York",31-33,Manufacturing,2012,0,9,3,1495,79537,1147,1892,50381,199651,D,117594,D
E600000US3608335474,3608335474,"Hoosick Falls village, New York",31-33,Manufacturing,2012,1,6,4,320,17825,229,481,10582,52162,D,57382,D
E600000US3608349517,3608349517,"Nassau town, New York",31-33,Manufacturing,2012,3,3,0,10,D,6,D,D,D,D,D,D
E600000US3608358398,3608358398,"Pittstown town, New York",31-33,Manufacturing,2012,2,3,0,13,772,7,D,346,1270,2733,1481,34
E600000US3608358805,3608358805,"Poestenkill town, New York",31-33,Manufacturing,2012,0,3,2,85,5765,58,D,3147,13044,D,D,D
E600000US3608361148,3608361148,"Rensselaer city, New York",31-33,Manufacturing,2012,9,7,1,169,D,D,D,2902,D,D,D,D
E600000US3608365013,3608365013,"Sand Lake town, New York",31-33,Manufacturing,2012,2,4,0,22,1072,14,17,522,2047,4587,2540,D
E600000US3608365486,3608365486,"Schaghticoke town, New York",31-33,Manufacturing,2012,9,4,0,10,524,6,D,267,562,1678,1116,57
E600000US3608365541,3608365541,"Schodack town, New York",31-33,Manufacturing,2012,4,11,5,294,13195,181,326,7110,35403,D,31306,D
E600000US3608375484,3608375484,"Troy city, New York",31-33,Manufacturing,2012,1,32,9,620,24290,406,799,14099,29054,88832,58103,D
E600000US3608398083,3608398083,"Balance of Rensselaer County, New York",31-33,Manufacturing,2012,0,5,2,220,11534,177,394,D,23138,D,22913,D
E600000US3608700408,3608700408,"Airmont village, New York",31-33,Manufacturing,2012,9,5,2,128,6688,99,194,4061,D,D,D,D
E600000US3608715400,3608715400,"Chestnut Ridge village, New York",31-33,Manufacturing,2012,0,8,5,1072,124541,258,524,11763,D,D,D,12689
E600000US3608715968,3608715968,"Clarkstown town (balance), New York",31-33,Manufacturing,2012,2,75,11,1275,60110,890,1709,38409,148337,331993,183465,15433
E600000US3608732754,3608732754,"Haverstraw village, New York",31-33,Manufacturing,2012,9,5,0,18,D,10,D,D,D,D,D,0
E600000US3608732765,3608732765,"Haverstraw town (balance), New York",31-33,Manufacturing,2012,6,5,1,33,D,27,D,1645,D,D,D,D
E600000US3608750705,3608750705,"New Square village, New York",31-33,Manufacturing,2012,9,9,0,57,1587,33,57,D,D,4849,D,D
E600000US3608754100,3608754100,"Nyack village, New York",31-33,Manufacturing,2012,9,5,0,13,D,D,D,D,D,D,D,8
E600000US3608755211,3608755211,"Orangetown town (balance), New York",31-33,Manufacturing,2012,6,67,28,4600,316358,3048,6146,170639,887887,2421993,1506956,45474
E600000US3608760510,3608760510,"Ramapo town (balance), New York",31-33,Manufacturing,2012,5,27,2,136,5172,100,173,3429,D,D,D,D
E600000US3608770420,3608770420,"Spring Valley village, New York",31-33,Manufacturing,2012,5,20,3,159,6402,114,200,3444,13124,29882,16788,2700
E600000US3608771674,3608771674,"Stony Point town, New York",31-33,Manufacturing,2012,1,7,1,119,5597,61,124,2279,9295,D,11431,D
E600000US3608771894,3608771894,"Suffern village, New York",31-33,Manufacturing,2012,9,5,2,e,D,266,469,D,D,D,D,D
E600000US3608780203,3608780203,"West Haverstraw village, New York",31-33,Manufacturing,2012,4,8,0,31,D,19,29,D,D,D,D,D
E600000US3608912331,3608912331,"Canton village, New York",31-33,Manufacturing,2012,1,4,0,44,1401,33,69,947,6998,D,10138,D
E600000US3608912342,3608912342,"Canton town (balance), New York",31-33,Manufacturing,2012,0,3,1,c,D,D,D,D,D,D,D,D
E600000US3608929597,3608929597,"Gouverneur village, New York",31-33,Manufacturing,2012,0,4,1,158,7205,102,216,4054,D,D,16719,D
E600000US3608946019,3608946019,"Massena village, New York",31-33,Manufacturing,2012,2,15,4,1128,76553,883,2084,53811,D,D,D,D
E600000US3608951330,3608951330,"Norfolk town (balance), New York",31-33,Manufacturing,2012,0,3,1,72,3516,D,D,D,D,D,D,D
E600000US3608954485,3608954485,"Ogdensburg city, New York",31-33,Manufacturing,2012,1,7,4,367,18175,287,480,5002,28004,65215,38338,D
E600000US3608955563,3608955563,"Oswegatchie town, New York",31-33,Manufacturing,2012,0,6,2,179,6448,157,337,5277,D,D,D,195
E600000US3608959564,3608959564,"Potsdam village, New York",31-33,Manufacturing,2012,0,5,1,40,D,32,D,D,D,D,D,D
E600000US3608959575,3608959575,"Potsdam town (balance), New York",31-33,Manufacturing,2012,0,7,1,123,6251,91,181,3705,44901,D,19780,D
E600000US3608998089,3608998089,"Balance of St. Lawrence County, New York",31-33,Manufacturing,2012,5,18,3,216,8861,160,288,5549,41801,D,28153,D
E600000US3609104220,3609104220,"Ballston town (balance), New York",31-33,Manufacturing,2012,0,15,7,262,14393,180,356,8509,25396,60297,36025,D
E600000US3609104253,3609104253,"Ballston Spa village, New York",31-33,Manufacturing,2012,3,5,0,40,1504,26,48,863,1687,5709,4011,D
E600000US3609116353,3609116353,"Clifton Park town, New York",31-33,Manufacturing,2012,2,22,4,368,19622,190,367,6830,64468,109629,46661,D
E600000US3609130444,3609130444,"Greenfield town, New York",31-33,Manufacturing,2012,7,6,0,16,820,9,13,277,1711,3741,2030,D
E600000US3609131489,3609131489,"Halfmoon town, New York",31-33,Manufacturing,2012,3,15,5,287,15150,191,377,8739,39284,90767,51279,D
E600000US3609144743,3609144743,"Malta town, New York",31-33,Manufacturing,2012,1,3,2,e,D,D,D,D,D,D,D,D
E600000US3609146360,3609146360,"Mechanicville city, New York",31-33,Manufacturing,2012,9,4,0,11,587,6,14,D,1734,3139,1405,57
E600000US3609147537,3609147537,"Milton town (balance), New York",31-33,Manufacturing,2012,9,5,1,76,3214,57,112,2014,D,D,9851,D
E600000US3609148318,3609148318,"Moreau town (balance), New York",31-33,Manufacturing,2012,0,8,1,91,3500,74,161,2302,13715,D,14590,D
E600000US3609153737,3609153737,"Northumberland town, New York",31-33,Manufacturing,2012,0,3,2,c,D,D,D,D,D,D,D,D
E600000US3609165244,3609165244,"Saratoga town, New York",31-33,Manufacturing,2012,0,3,1,b,D,D,D,D,D,D,D,D
E600000US3609165255,3609165255,"Saratoga Springs city, New York",31-33,Manufacturing,2012,2,22,10,1441,73393,1169,2281,56152,303902,561164,254621,D
E600000US3609178531,3609178531,"Waterford town, New York",31-33,Manufacturing,2012,6,11,9,1808,144888,1297,2174,93042,456560,D,391524,D
E600000US3609182403,3609182403,"Wilton town, New York",31-33,Manufacturing,2012,4,9,0,49,2307,31,56,1243,3323,D,4944,D
E600000US3609321006,3609321006,"Duanesburg town, New York",31-33,Manufacturing,2012,1,6,1,42,1456,21,37,D,1804,D,D,56
E600000US3609329366,3609329366,"Glenville town (balance), New York",31-33,Manufacturing,2012,1,15,6,332,17662,216,426,D,D,D,D,D
E600000US3609351264,3609351264,"Niskayuna town, New York",31-33,Manufacturing,2012,0,8,3,214,13720,108,206,D,D,D,D,D
E600000US3609363935,3609363935,"Rotterdam town, New York",31-33,Manufacturing,2012,0,15,6,395,23695,303,623,19272,121938,224023,102082,D
E600000US3609365508,3609365508,"Schenectady city, New York",31-33,Manufacturing,2012,8,53,14,2742,193247,1844,3192,123962,566539,1093120,552256,D
E600000US3609365893,3609365893,"Scotia village, New York",31-33,Manufacturing,2012,4,13,9,766,33208,597,1262,22659,121606,D,85545,D
E600000US3609516628,3609516628,"Cobleskill village, New York",31-33,Manufacturing,2012,9,4,1,63,2338,D,98,D,5200,9921,4721,D
E600000US3609565596,3609565596,"Schoharie town, New York",31-33,Manufacturing,2012,6,3,1,b,1647,30,61,D,6249,10440,4191,D
E600000US3609598095,3609598095,"Balance of Schoharie County, New York",31-33,Manufacturing,2012,1,12,2,136,5510,102,187,3265,6592,D,9719,D
E600000US3609720676,3609720676,"Dix town, New York",31-33,Manufacturing,2012,0,8,2,270,16961,233,463,14479,38143,134573,96630,11500
E600000US3609733073,3609733073,"Hector town, New York",31-33,Manufacturing,2012,2,16,2,111,4244,29,48,866,7352,D,13950,D
E600000US3609798097,3609798097,"Balance of Schuyler County, New York",31-33,Manufacturing,2012,8,11,2,194,9161,152,326,6472,38555,D,13339,D
E600000US3609925505,3609925505,"Fayette town (balance), New York",31-33,Manufacturing,2012,0,5,2,93,2783,55,D,D,D,D,7958,D
E600000US3609963440,3609963440,"Romulus town, New York",31-33,Manufacturing,2012,2,4,2,b,D,D,D,D,4806,D,4678,D
E600000US3609966322,3609966322,"Seneca Falls village, New York",31-33,Manufacturing,2012,0,8,2,882,D,581,D,D,D,D,D,D
E600000US3609998099,3609998099,"Balance of Seneca County, New York",31-33,Manufacturing,2012,0,22,4,205,7145,117,209,3574,D,115091,D,D
E600000US3610104759,3610104759,"Bath village, New York",31-33,Manufacturing,2012,5,4,1,60,2413,39,78,1376,10362,D,6395,D
E600000US3610104770,3610104770,"Bath town (balance), New York",31-33,Manufacturing,2012,0,3,1,e,D,D,D,D,D,D,D,D
E600000US3610112265,3610112265,"Canisteo town, New York",31-33,Manufacturing,2012,0,3,1,45,D,23,D,D,D,D,D,D
E600000US3610118256,3610118256,"Corning city, New York",31-33,Manufacturing,2012,8,8,2,539,30476,451,D,D,36186,D,56531,D
E600000US3610118267,3610118267,"Corning town, New York",31-33,Manufacturing,2012,8,6,2,99,3648,74,139,2136,4867,D,6521,5
E600000US3610135672,3610135672,"Hornell city, New York",31-33,Manufacturing,2012,4,11,5,314,17832,172,308,5484,24309,D,20897,D
E600000US3610178861,3610178861,"Wayland town, New York",31-33,Manufacturing,2012,0,4,1,f,D,D,D,D,D,D,D,D
E600000US3610198101,3610198101,"Balance of Steuben County, New York",31-33,Manufacturing,2012,6,30,7,498,18199,314,668,12771,51891,83726,32104,2613
E600000US3610302044,3610302044,"Amityville village, New York",31-33,Manufacturing,2012,2,29,8,793,38091,433,888,15398,131106,328002,202196,9177
E600000US3610303408,3610303408,"Babylon village, New York",31-33,Manufacturing,2012,9,11,0,27,651,14,17,321,1111,2538,1427,115
E600000US3610304000,3610304000,"Babylon town (balance), New York",31-33,Manufacturing,2012,3,601,147,12675,708203,8394,16596,339015,1432110,2966857,1518736,69800
E600000US3610310000,3610310000,"Brookhaven town (balance), New York",31-33,Manufacturing,2012,1,257,41,4906,244186,3326,6335,120259,668529,1371755,711041,35076
E600000US3610322183,3610322183,"East Hampton village, New York",31-33,Manufacturing,2012,7,10,1,85,2834,54,100,1600,2878,D,5465,223
E600000US3610322194,3610322194,"East Hampton town (balance), New York",31-33,Manufacturing,2012,3,14,1,104,3944,69,133,2285,6558,12570,5964,D
E600000US3610337000,3610337000,"Huntington town (balance), New York",31-33,Manufacturing,2012,2,136,30,5075,343130,2439,4699,96523,817232,3345416,2472914,99036
E600000US3610337840,3610337840,"Islandia village, New York",31-33,Manufacturing,2012,6,18,9,569,29666,389,811,14998,54289,117705,65307,1818
E600000US3610338000,3610338000,"Islip town (balance), New York",31-33,Manufacturing,2012,4,613,180,15901,781227,10857,20951,393925,1972908,4371001,2481483,105582
E600000US3610340530,3610340530,"Lake Grove village, New York",31-33,Manufacturing,2012,3,4,1,32,740,29,32,621,883,2384,1501,D
E600000US3610342554,3610342554,"Lindenhurst village, New York",31-33,Manufacturing,2012,7,37,6,368,17380,260,512,11260,53319,96741,43033,4822
E600000US3610353396,3610353396,"Northport village, New York",31-33,Manufacturing,2012,9,4,0,8,313,4,7,158,D,D,D,D
E600000US3610356660,3610356660,"Patchogue village, New York",31-33,Manufacturing,2012,3,16,4,318,18479,217,426,8166,48840,D,50204,D
E600000US3610359355,3610359355,"Port Jefferson village, New York",31-33,Manufacturing,2012,1,4,1,41,668,D,22,D,690,D,1762,D
E600000US3610361984,3610361984,"Riverhead town, New York",31-33,Manufacturing,2012,3,46,16,1096,53701,768,1516,31364,126935,271885,145950,D
E600000US3610368000,3610368000,"Smithtown town (balance), New York",31-33,Manufacturing,2012,3,161,76,9171,528677,5958,11815,231082,1383635,2795002,1404371,88743
E600000US3610368462,3610368462,"Southampton village, New York",31-33,Manufacturing,2012,4,10,0,43,1409,30,56,863,1538,D,3161,D
E600000US3610368473,3610368473,"Southampton town (balance), New York",31-33,Manufacturing,2012,5,46,2,269,10231,130,226,5118,15043,35341,20391,897
E600000US3610369463,3610369463,"Southold town, New York",31-33,Manufacturing,2012,5,36,7,433,14989,248,473,7755,14873,43166,28491,4471
E600000US3610380181,3610380181,"Westhampton Beach village, New York",31-33,Manufacturing,2012,8,5,0,29,1276,13,24,760,D,8100,D,D
E600000US3610398103,3610398103,"Balance of Suffolk County, New York",31-33,Manufacturing,2012,9,3,0,6,D,3,3,D,D,D,D,9
E600000US3610506310,3610506310,"Bethel town, New York",31-33,Manufacturing,2012,9,5,2,62,2045,53,100,1451,9367,13800,4433,D
E600000US3610511759,3610511759,"Callicoon town, New York",31-33,Manufacturing,2012,9,3,0,12,D,8,D,D,D,D,D,0
E600000US3610520104,3610520104,"Delaware town, New York",31-33,Manufacturing,2012,9,4,0,8,D,4,D,D,D,D,D,0
E600000US3610525241,3610525241,"Fallsburg town, New York",31-33,Manufacturing,2012,4,9,2,400,11246,D,D,9658,D,122477,D,D
E600000US3610542224,3610542224,"Liberty village, New York",31-33,Manufacturing,2012,0,6,1,f,D,D,D,D,D,D,D,D
E600000US3610542235,3610542235,"Liberty town (balance), New York",31-33,Manufacturing,2012,0,5,1,59,2325,43,64,1333,13011,D,D,D
E600000US3610548175,3610548175,"Monticello village, New York",31-33,Manufacturing,2012,1,3,0,17,374,D,D,D,737,D,1980,D
E600000US3610573627,3610573627,"Thompson town (balance), New York",31-33,Manufacturing,2012,5,5,1,40,1163,29,57,690,4222,D,2374,105
E600000US3610598105,3610598105,"Balance of Sullivan County, New York",31-33,Manufacturing,2012,7,6,2,74,3886,46,74,2151,34354,D,9757,D
E600000US3610704671,3610704671,"Barton town (balance), New York",31-33,Manufacturing,2012,9,3,0,6,D,D,D,D,D,D,D,0
E600000US3610712221,3610712221,"Candor town, New York",31-33,Manufacturing,2012,0,3,1,b,D,D,D,D,D,D,D,D
E600000US3610749913,3610749913,"Newark Valley town, New York",31-33,Manufacturing,2012,7,4,0,15,D,10,D,D,D,D,D,D
E600000US3610755882,3610755882,"Owego village, New York",31-33,Manufacturing,2012,1,6,0,63,2519,39,70,1202,21161,D,15832,D
E600000US3610755893,3610755893,"Owego town (balance), New York",31-33,Manufacturing,2012,3,15,3,713,28556,526,1019,17904,52512,113944,60336,D
E600000US3610778806,3610778806,"Waverly village, New York",31-33,Manufacturing,2012,0,7,3,349,14373,277,D,7772,D,268195,D,D
E600000US3610919620,3610919620,"Danby town, New York",31-33,Manufacturing,2012,9,3,1,c,D,D,D,D,D,D,D,D
E600000US3610920962,3610920962,"Dryden town, New York",31-33,Manufacturing,2012,1,12,1,196,12075,65,131,2336,23333,61019,35070,D
E600000US3610930972,3610930972,"Groton town, New York",31-33,Manufacturing,2012,2,6,1,56,2781,36,71,1356,6316,D,6158,94
E600000US3610938077,3610938077,"Ithaca city, New York",31-33,Manufacturing,2012,2,32,6,397,19882,290,617,12814,27350,63892,36592,D
E600000US3610938088,3610938088,"Ithaca town (balance), New York",31-33,Manufacturing,2012,0,11,4,973,49747,787,1631,32349,58748,244263,185068,10174
E600000US3610941223,3610941223,"Lansing village, New York",31-33,Manufacturing,2012,0,8,3,716,42042,D,D,D,D,D,147770,D
E600000US3610941234,3610941234,"Lansing town (balance), New York",31-33,Manufacturing,2012,1,9,2,208,11686,81,167,2540,23921,D,23872,D
E600000US3610975990,3610975990,"Ulysses town, New York",31-33,Manufacturing,2012,9,7,0,20,D,12,D,216,D,4162,D,D
E600000US3611123965,3611123965,"Ellenville village, New York",31-33,Manufacturing,2012,1,7,1,76,2650,56,92,1139,2693,D,6093,51
E600000US3611124691,3611124691,"Esopus town, New York",31-33,Manufacturing,2012,9,4,0,25,D,22,D,D,D,D,D,0
E600000US3611128255,3611128255,"Gardiner town, New York",31-33,Manufacturing,2012,2,8,3,180,8494,116,223,4641,15226,D,28258,551
E600000US3611139727,3611139727,"Kingston city, New York",31-33,Manufacturing,2012,5,41,9,831,36680,558,996,18683,207189,334258,128905,D
E600000US3611142994,3611142994,"Lloyd town, New York",31-33,Manufacturing,2012,1,13,4,381,20334,224,436,8497,43028,D,49802,D
E600000US3611145458,3611145458,"Marbletown town, New York",31-33,Manufacturing,2012,1,10,1,108,5618,68,131,2440,12246,D,14231,D
E600000US3611145722,3611145722,"Marlborough town, New York",31-33,Manufacturing,2012,0,3,2,c,D,D,D,D,D,D,D,D
E600000US3611150562,3611150562,"New Paltz town (balance), New York",31-33,Manufacturing,2012,0,4,2,122,5639,66,165,2643,D,D,15828,D
E600000US3611154749,3611154749,"Olive town, New York",31-33,Manufacturing,2012,6,9,2,73,2903,59,101,1998,D,D,D,D
E600000US3611158552,3611158552,"Plattekill town, New York",31-33,Manufacturing,2012,5,3,0,22,D,16,D,D,D,D,D,D
E600000US3611163011,3611163011,"Rochester town, New York",31-33,Manufacturing,2012,9,4,1,52,D,31,D,1448,D,D,D,D
E600000US3611163737,3611163737,"Rosendale town, New York",31-33,Manufacturing,2012,1,4,0,20,644,14,20,D,D,D,961,D
E600000US3611165288,3611165288,"Saugerties village, New York",31-33,Manufacturing,2012,3,8,2,82,3046,37,64,1386,9711,D,13785,D
E600000US3611165299,3611165299,"Saugerties town (balance), New York",31-33,Manufacturing,2012,4,19,7,644,33396,469,947,18332,85742,168130,84045,D
E600000US3611166674,3611166674,"Shawangunk town, New York",31-33,Manufacturing,2012,1,8,1,150,6535,72,154,D,11105,D,13957,D
E600000US3611175935,3611175935,"Ulster town, New York",31-33,Manufacturing,2012,4,13,5,214,9667,153,298,5875,11247,D,20099,D
E600000US3611183052,3611183052,"Woodstock town, New York",31-33,Manufacturing,2012,0,3,1,c,D,D,D,D,D,D,D,D
E600000US3611198111,3611198111,"Balance of Ulster County, New York",31-33,Manufacturing,2012,2,3,3,86,3148,D,140,D,5670,D,10834,D
E600000US3611315319,3611315319,"Chester town, New York",31-33,Manufacturing,2012,0,6,0,b,D,D,39,D,8115,D,3436,D
E600000US3611329333,3611329333,"Glens Falls city, New York",31-33,Manufacturing,2012,1,25,8,1941,110157,1161,2488,45570,319965,584401,266088,D
E600000US3611340519,3611340519,"Lake George town, New York",31-33,Manufacturing,2012,0,5,1,60,3242,37,D,1756,D,D,D,D
E600000US3611360356,3611360356,"Queensbury town, New York",31-33,Manufacturing,2012,6,32,7,1602,87050,1004,1953,37921,161854,295037,132218,11183
E600000US3611378300,3611378300,"Warrensburg town, New York",31-33,Manufacturing,2012,0,5,1,60,1825,49,D,1084,3218,D,3660,D
E600000US3611502561,3611502561,"Argyle town, New York",31-33,Manufacturing,2012,0,5,3,290,D,191,476,D,D,D,38208,3942
E600000US3611526715,3611526715,"Fort Ann town, New York",31-33,Manufacturing,2012,5,3,0,a,227,D,D,D,396,868,472,76
E600000US3611526770,3611526770,"Fort Edward village, New York",31-33,Manufacturing,2012,0,8,3,590,38102,464,1051,29100,D,D,D,D
E600000US3611526781,3611526781,"Fort Edward town (balance), New York",31-33,Manufacturing,2012,2,6,3,129,7065,95,190,4317,10435,28977,18697,934
E600000US3611530037,3611530037,"Granville town (balance), New York",31-33,Manufacturing,2012,1,10,5,308,13836,226,D,8297,33332,D,37428,D
E600000US3611530686,3611530686,"Greenwich town, New York",31-33,Manufacturing,2012,0,15,6,473,28617,374,813,19893,137521,D,144789,9456
E600000US3611535980,3611535980,"Hudson Falls village, New York",31-33,Manufacturing,2012,0,7,1,136,7704,90,130,4543,25041,D,19713,415
E600000US3611539650,3611539650,"Kingsbury town (balance), New York",31-33,Manufacturing,2012,0,3,0,23,D,19,D,D,D,D,D,D
E600000US3611581578,3611581578,"White Creek town, New York",31-33,Manufacturing,2012,5,10,2,153,5991,111,225,D,15991,29827,13585,D
E600000US3611598115,3611598115,"Balance of Washington County, New York",31-33,Manufacturing,2012,0,15,6,550,21656,441,937,13941,D,D,D,D
E600000US3611702440,3611702440,"Arcadia town (balance), New York",31-33,Manufacturing,2012,6,5,1,67,1958,61,133,1751,D,D,D,212
E600000US3611728013,3611728013,"Galen town, New York",31-33,Manufacturing,2012,0,5,2,454,22716,297,D,11526,D,D,35492,D
E600000US3611743962,3611743962,"Lyons village, New York",31-33,Manufacturing,2012,6,5,1,76,3120,42,88,1399,D,32537,D,D
E600000US3611744160,3611744160,"Macedon town, New York",31-33,Manufacturing,2012,0,20,7,739,36525,567,1172,19065,134628,249507,115633,2392
E600000US3611745645,3611745645,"Marion town, New York",31-33,Manufacturing,2012,0,12,3,220,9714,180,386,7072,45822,76878,30269,1375
E600000US3611749891,3611749891,"Newark village, New York",31-33,Manufacturing,2012,2,18,12,1358,52497,1064,2169,33837,127083,243807,114259,6187
E600000US3611755013,3611755013,"Ontario town, New York",31-33,Manufacturing,2012,1,20,7,616,26557,426,796,16945,27432,76918,49398,3092
E600000US3611756187,3611756187,"Palmyra village, New York",31-33,Manufacturing,2012,0,5,2,f,D,D,D,D,D,D,D,D
E600000US3611756198,3611756198,"Palmyra town (balance), New York",31-33,Manufacturing,2012,0,7,2,f,D,D,D,D,D,D,D,D
E600000US3611768220,3611768220,"Sodus town, New York",31-33,Manufacturing,2012,9,9,1,141,6514,81,166,2767,12522,D,19899,D
E600000US3611778102,3611778102,"Walworth town, New York",31-33,Manufacturing,2012,0,4,0,11,465,D,D,D,D,D,D,103
E600000US3611782040,3611782040,"Williamson town, New York",31-33,Manufacturing,2012,9,6,2,e,D,D,D,D,D,D,D,D
E600000US3611782689,3611782689,"Wolcott town, New York",31-33,Manufacturing,2012,6,9,3,243,8108,195,404,5941,27266,49979,22766,1531
E600000US3611798117,3611798117,"Balance of Wayne County, New York",31-33,Manufacturing,2012,0,12,3,184,9749,128,314,6082,63775,D,34589,7348
E600000US3611902506,3611902506,"Ardsley village, New York",31-33,Manufacturing,2012,9,3,1,b,1159,D,D,595,D,3535,D,D
E600000US3611905320,3611905320,"Bedford town, New York",31-33,Manufacturing,2012,1,13,0,60,2837,39,72,1736,14980,23419,8339,D
E600000US3611908103,3611908103,"Briarcliff Manor village, New York",31-33,Manufacturing,2012,9,6,1,35,1735,19,D,523,D,D,D,D
E600000US3611908532,3611908532,"Bronxville village, New York",31-33,Manufacturing,2012,7,4,0,18,691,9,D,204,D,2809,D,6
E600000US3611918410,3611918410,"Cortlandt town (balance), New York",31-33,Manufacturing,2012,0,18,6,490,24883,330,659,13559,48642,112473,64354,3463
E600000US3611920698,3611920698,"Dobbs Ferry village, New York",31-33,Manufacturing,2012,3,4,1,42,2487,17,24,658,3783,D,7213,D
E600000US3611921820,3611921820,"Eastchester town (balance), New York",31-33,Manufacturing,2012,5,5,0,12,407,7,9,221,D,1435,D,D
E600000US3611924295,3611924295,"Elmsford village, New York",31-33,Manufacturing,2012,4,8,0,31,1376,19,35,770,3145,6903,3758,56
E600000US3611930367,3611930367,"Greenburgh town (balance), New York",31-33,Manufacturing,2012,0,28,9,1163,66898,683,1468,33202,312942,547069,235719,D
E600000US3611932402,3611932402,"Harrison village, New York",31-33,Manufacturing,2012,9,7,0,54,1846,34,62,1170,2656,6499,3842,0
E600000US3611937803,3611937803,"Irvington village, New York",31-33,Manufacturing,2012,9,8,1,91,4537,63,52,1037,6590,D,13284,D
E600000US3611941333,3611941333,"Larchmont village, New York",31-33,Manufacturing,2012,9,6,0,16,669,D,27,D,2257,5124,2881,D
